archive,name,bytes,width,height,mips,format
textures.xdb0,textures/intro/intro_l13u_warlab_1.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/intro/intro_l13u_warlab_2.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/intro/intro_l13u_warlab_3.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/intro/intro_l13u_warlab_4.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/intro/intro_l13u_warlab_5.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/intro/intro_labx8_1.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_labx8_1.thm,138,,,,
textures.xdb0,textures/intro/intro_labx8_2.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_labx8_2.thm,138,,,,
textures.xdb0,textures/intro/intro_labx8_3.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_labx8_3.thm,138,,,,
textures.xdb0,textures/intro/intro_labx8_4.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_labx8_4.thm,138,,,,
textures.xdb0,textures/intro/intro_labx8_5.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_labx8_5.thm,138,,,,
textures.xdb0,textures/intro/intro_limansk.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_limansk.thm,138,,,,
textures.xdb0,textures/intro/intro_limansk2.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_limansk2.thm,138,,,,
textures.xdb0,textures/intro/intro_limansk3.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_limansk3.thm,138,,,,
textures.xdb0,textures/intro/intro_marsh.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_marsh.thm,138,,,,
textures.xdb0,textures/intro/intro_marsh2.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_marsh2.thm,138,,,,
textures.xdb0,textures/intro/intro_military.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_military.thm,138,,,,
textures.xdb0,textures/intro/intro_military2.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_military2.thm,138,,,,
textures.xdb0,textures/intro/intro_no_start_picture.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_no_start_picture.thm,138,,,,
textures.xdb0,textures/intro/intro_pripyat_1.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_pripyat_1.thm,138,,,,
textures.xdb0,textures/intro/intro_pripyat_2.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_pripyat_2.thm,138,,,,
textures.xdb0,textures/intro/intro_pripyat_3.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_pripyat_3.thm,138,,,,
textures.xdb0,textures/intro/intro_pripyat_4.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_pripyat_4.thm,138,,,,
textures.xdb0,textures/intro/intro_pripyat_5.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_pripyat_5.thm,138,,,,
textures.xdb0,textures/intro/intro_red_forest.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_red_forest.thm,138,,,,
textures.xdb0,textures/intro/intro_stancia_2.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_stancia_2.thm,138,,,,
textures.xdb0,textures/intro/intro_stancia_22.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_stancia_22.thm,138,,,,
textures.xdb0,textures/intro/intro_yantar.dds,65664,512,256,0,DXT1
textures.xdb0,textures/intro/intro_yantar.thm,138,,,,
textures.xdb0,textures/intro/intro_zaton_1.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_zaton_1.thm,138,,,,
textures.xdb0,textures/intro/intro_zaton_2.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_zaton_2.thm,138,,,,
textures.xdb0,textures/intro/intro_zaton_3.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_zaton_3.thm,138,,,,
textures.xdb0,textures/intro/intro_zaton_4.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_zaton_4.thm,138,,,,
textures.xdb0,textures/intro/intro_zaton_5.dds,262272,1024,512,0,DXT1
textures.xdb0,textures/intro/intro_zaton_5.thm,138,,,,
textures.xdb0,textures/item/chleb.dds,131200,512,512,0,DXT1
textures.xdb0,textures/item/chleb.thm,153,,,,
textures.xdb0,textures/item/chleb_bump#.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/item/chleb_bump#.thm,138,,,,
textures.xdb0,textures/item/chleb_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/chleb_bump.thm,138,,,,
textures.xdb0,textures/item/item_access_card.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_access_card.thm,138,,,,
textures.xdb0,textures/item/item_altar_device.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_altar_device.thm,165,,,,
textures.xdb0,textures/item/item_altar_device_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_altar_device_bump#.thm,138,,,,
textures.xdb0,textures/item/item_altar_device_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_altar_device_bump.thm,138,,,,
textures.xdb0,textures/item/item_ammo.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_ammo_container.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_bat.dds,11064,128,128,8,DXT1
textures.xdb0,textures/item/item_battery.dds,11064,128,128,8,DXT1
textures.xdb0,textures/item/item_beans.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_beans.thm,158,,,,
textures.xdb0,textures/item/item_beans_bump#.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_beans_bump.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_beans_bump.thm,138,,,,
textures.xdb0,textures/item/item_bedspread.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_beer.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_beer.thm,157,,,,
textures.xdb0,textures/item/item_beer_bump#.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_beer_bump.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_beer_bump.thm,138,,,,
textures.xdb0,textures/item/item_bel.dds,16512,128,128,0,DXT5
textures.xdb0,textures/item/item_bl.dds,11064,128,128,8,DXT1
textures.xdb0,textures/item/item_black_box.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_black_box.thm,162,,,,
textures.xdb0,textures/item/item_black_box_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_black_box_bump#.thm,138,,,,
textures.xdb0,textures/item/item_black_box_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_black_box_bump.thm,138,,,,
textures.xdb0,textures/item/item_block_notes.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_block_notes.thm,138,,,,
textures.xdb0,textures/item/item_book1.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_book2.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_book3.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_boots.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_box.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_box.thm,156,,,,
textures.xdb0,textures/item/item_box_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_box_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_box_bump.thm,138,,,,
textures.xdb0,textures/item/item_box_condensatores.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_condensatores.thm,170,,,,
textures.xdb0,textures/item/item_box_condensatores_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_condensatores_bump#.thm,138,,,,
textures.xdb0,textures/item/item_box_condensatores_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_box_condensatores_bump.thm,138,,,,
textures.xdb0,textures/item/item_box_mit_kanifol.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_mit_kanifol.thm,168,,,,
textures.xdb0,textures/item/item_box_mit_kanifol_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_mit_kanifol_bump#.thm,138,,,,
textures.xdb0,textures/item/item_box_mit_kanifol_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_box_mit_kanifol_bump.thm,138,,,,
textures.xdb0,textures/item/item_box_transistores.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_transistores.thm,169,,,,
textures.xdb0,textures/item/item_box_transistores_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_box_transistores_bump#.thm,138,,,,
textures.xdb0,textures/item/item_box_transistores_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_box_transistores_bump.thm,138,,,,
textures.xdb0,textures/item/item_caffeine.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_caffeine.thm,161,,,,
textures.xdb0,textures/item/item_caffeine_bump#.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_caffeine_bump.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_caffeine_bump.thm,138,,,,
textures.xdb0,textures/item/item_calibrate_tools.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_calibrate_tools.thm,168,,,,
textures.xdb0,textures/item/item_calibrate_tools_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_calibrate_tools_bump#.thm,138,,,,
textures.xdb0,textures/item/item_calibrate_tools_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_calibrate_tools_bump.thm,138,,,,
textures.xdb0,textures/item/item_cards.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_case.dds,174904,512,512,8,DXT1
textures.xdb0,textures/item/item_case.thm,157,,,,
textures.xdb0,textures/item/item_case_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_case_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_case_bump.thm,138,,,,
textures.xdb0,textures/item/item_chili.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_chili.thm,158,,,,
textures.xdb0,textures/item/item_chili_bump#.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_chili_bump.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_chili_bump.thm,138,,,,
textures.xdb0,textures/item/item_chocolate.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_chocolate.thm,162,,,,
textures.xdb0,textures/item/item_chocolate_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_chocolate_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_chocolate_bump.thm,138,,,,
textures.xdb0,textures/item/item_cigar.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_cigar.thm,158,,,,
textures.xdb0,textures/item/item_cigar_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigar_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigar_bump.thm,138,,,,
textures.xdb0,textures/item/item_cigarettes_lucky.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_cigarettes_lucky.thm,169,,,,
textures.xdb0,textures/item/item_cigarettes_lucky_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigarettes_lucky_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigarettes_lucky_bump.thm,138,,,,
textures.xdb0,textures/item/item_cigarettes_russian.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_cigarettes_russian.thm,171,,,,
textures.xdb0,textures/item/item_cigarettes_russian_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigarettes_russian_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cigarettes_russian_bump.thm,138,,,,
textures.xdb0,textures/item/item_ckit.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_cloth_mask.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_cloth_mask.thm,163,,,,
textures.xdb0,textures/item/item_cloth_mask_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cloth_mask_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_cloth_mask_bump.thm,138,,,,
textures.xdb0,textures/item/item_conserva.dds,699008,1024,1024,6,DXT1
textures.xdb0,textures/item/item_conserva.thm,161,,,,
textures.xdb0,textures/item/item_conserva_bump#.dds,176,4,4,3,DXT5
textures.xdb0,textures/item/item_conserva_bump#.thm,138,,,,
textures.xdb0,textures/item/item_conserva_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_conserva_bump.thm,138,,,,
textures.xdb0,textures/item/item_cooker.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_corn.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_corn.thm,157,,,,
textures.xdb0,textures/item/item_corn_bump#.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_corn_bump.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_corn_bump.thm,138,,,,
textures.xdb0,textures/item/item_crowbar.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_crowbar.thm,160,,,,
textures.xdb0,textures/item/item_crowbar_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_crowbar_bump.dds,262272,512,512,1,DXT5
textures.xdb0,textures/item/item_cutlery.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_delo.dds,174848,512,512,6,DXT1
textures.xdb0,textures/item/item_delo.thm,138,,,,
textures.xdb0,textures/item/item_detector_0.dds,2796344,2048,2048,12,DXT1
textures.xdb0,textures/item/item_detector_0.thm,163,,,,
textures.xdb0,textures/item/item_detector_0_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_detector_0_bump.dds,5592560,2048,2048,12,DXT5
textures.xdb0,textures/item/item_detector_0_bump.thm,138,,,,
textures.xdb0,textures/item/item_detector_1.dds,349680,512,512,10,DXT3
textures.xdb0,textures/item/item_detector_1.thm,163,,,,
textures.xdb0,textures/item/item_detector_1_0.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_1.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_2.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_3.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_4.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_5.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_6.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_1_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_detector_1_bump#.thm,138,,,,
textures.xdb0,textures/item/item_detector_1_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_detector_1_bump.thm,138,,,,
textures.xdb0,textures/item/item_detector_1_new.dds,2796344,2048,2048,12,DXT1
textures.xdb0,textures/item/item_detector_1_new.thm,167,,,,
textures.xdb0,textures/item/item_detector_1_new_bump#.dds,22000,128,128,8,DXT5
textures.xdb0,textures/item/item_detector_1_new_bump#.thm,138,,,,
textures.xdb0,textures/item/item_detector_1_new_bump.dds,5592560,2048,2048,12,DXT5
textures.xdb0,textures/item/item_detector_1_new_bump.thm,167,,,,
textures.xdb0,textures/item/item_detector_2.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_detector_2.thm,163,,,,
textures.xdb0,textures/item/item_detector_2_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_detector_2_bump#.thm,138,,,,
textures.xdb0,textures/item/item_detector_2_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_detector_2_bump.thm,138,,,,
textures.xdb0,textures/item/item_detector_2_new.dds,2796344,2048,2048,12,DXT1
textures.xdb0,textures/item/item_detector_2_new.thm,167,,,,
textures.xdb0,textures/item/item_detector_2_new_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_2_new_bump.dds,5592560,2048,2048,12,DXT5
textures.xdb0,textures/item/item_detector_2_new_bump.thm,167,,,,
textures.xdb0,textures/item/item_detector_2_segment.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_detector_2_segment.thm,138,,,,
textures.xdb0,textures/item/item_detector_3.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_detector_3.seq,196,,,,
textures.xdb0,textures/item/item_detector_3.thm,163,,,,
textures.xdb0,textures/item/item_detector_3_0.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_1.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_2.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_3.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_5.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_6.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_7.dds,262272,512,512,1,DXT3
textures.xdb0,textures/item/item_detector_3_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_detector_3_bump#.thm,138,,,,
textures.xdb0,textures/item/item_detector_3_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_detector_3_bump.thm,138,,,,
textures.xdb0,textures/item/item_detector_3_new.dds,2796344,2048,2048,12,DXT1
textures.xdb0,textures/item/item_detector_3_new.thm,167,,,,
textures.xdb0,textures/item/item_detector_3_new_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_detector_3_new_bump.dds,5592560,2048,2048,12,DXT5
textures.xdb0,textures/item/item_detector_3_new_bump.thm,167,,,,
textures.xdb0,textures/item/item_detector_4.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_detector_4.seq,196,,,,
textures.xdb0,textures/item/item_detector_4.thm,163,,,,
textures.xdb0,textures/item/item_detector_4_0.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_1.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_2.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_3.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_4.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_5.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_6.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_7.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_detector_4_new.dds,2796344,2048,2048,12,DXT1
textures.xdb0,textures/item/item_detector_4_new.thm,167,,,,
textures.xdb0,textures/item/item_detector_4_new_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_detector_4_new_bump.dds,5592560,2048,2048,12,DXT5
textures.xdb0,textures/item/item_detector_4_new_bump.thm,167,,,,
textures.xdb0,textures/item/item_detector_red.dds,11064,128,128,8,DXT1
textures.xdb0,textures/item/item_dipl.dds,174848,512,512,6,DXT1
textures.xdb0,textures/item/item_dipl.thm,138,,,,
textures.xdb0,textures/item/item_document_01.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_document_01.thm,138,,,,
textures.xdb0,textures/item/item_drink__jaguar.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_drink_beer.dds,87536,256,256,9,DXT3
textures.xdb0,textures/item/item_drink_beer.thm,138,,,,
textures.xdb0,textures/item/item_drink_bump#.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_drink_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_drink_bump.thm,138,,,,
textures.xdb0,textures/item/item_drink_stalker.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_drink_stalker.thm,158,,,,
textures.xdb0,textures/item/item_drink_stalker_old.dds,87536,256,256,9,DXT3
textures.xdb0,textures/item/item_drink_waterxx.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_drugskit.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_dvd.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_dvd_2.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_dvd_bl.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_el_01.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_el_02.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_energ_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/item/item_energ_bump#.thm,138,,,,
textures.xdb0,textures/item/item_energ_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_energ_bump.thm,138,,,,
textures.xdb0,textures/item/item_energy.dds,174848,512,512,6,DXT1
textures.xdb0,textures/item/item_energy.thm,158,,,,
textures.xdb0,textures/item/item_explosive_charge.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_explosive_charge.thm,169,,,,
textures.xdb0,textures/item/item_explosive_charge_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_explosive_charge_bump#.thm,138,,,,
textures.xdb0,textures/item/item_explosive_charge_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_explosive_charge_bump.thm,138,,,,
textures.xdb0,textures/item/item_flash.thm,158,,,,
textures.xdb0,textures/item/item_flash_bump.thm,138,,,,
textures.xdb0,textures/item/item_flashlight.dds,699192,1024,1024,11,DXT1
textures.xdb0,textures/item/item_flashlight.thm,163,,,,
textures.xdb0,textures/item/item_flashlight_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_flashlight_bump#.thm,138,,,,
textures.xdb0,textures/item/item_flashlight_bump.dds,1398256,1024,1024,11,DXT5
textures.xdb0,textures/item/item_flashlight_bump.thm,163,,,,
textures.xdb0,textures/item/item_flask.thm,158,,,,
textures.xdb0,textures/item/item_food.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_food.thm,138,,,,
textures.xdb0,textures/item/item_foto1.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_foto1.thm,138,,,,
textures.xdb0,textures/item/item_foto2.dds,174848,512,512,6,DXT1
textures.xdb0,textures/item/item_foto2.thm,138,,,,
textures.xdb0,textures/item/item_galet_.dds,65664,256,256,0,DXT5
textures.xdb0,textures/item/item_gazmask1.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_gazmask1.thm,138,,,,
textures.xdb0,textures/item/item_gazmask3.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_gazmask3.thm,138,,,,
textures.xdb0,textures/item/item_glowstick.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_glowstick_light.dds,1520,32,32,6,DXT3
textures.xdb0,textures/item/item_glucose.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_glucose_s.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_goggles.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_grooming.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_guitar.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_guitar.thm,138,,,,
textures.xdb0,textures/item/item_hammer.dds,21992,128,256,9,DXT1
textures.xdb0,textures/item/item_hand_rolling_tobacco.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_hand_rolling_tobacco.thm,173,,,,
textures.xdb0,textures/item/item_hand_rolling_tobacco_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_hand_rolling_tobacco_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_hand_rolling_tobacco_bump.thm,138,,,,
textures.xdb0,textures/item/item_identity_card.dds,21968,256,128,6,DXT1
textures.xdb0,textures/item/item_identity_card.thm,138,,,,
textures.xdb0,textures/item/item_ignition_set.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_jar.dds,11064,128,128,8,DXT1
textures.xdb0,textures/item/item_jbox.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_kanyaka.dds,21968,256,128,6,DXT1
textures.xdb0,textures/item/item_kanyaka.thm,138,,,,
textures.xdb0,textures/item/item_kerosinka.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_kevlar.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_key_1.dds,5592,128,64,6,DXT1
textures.xdb0,textures/item/item_key_1.thm,158,,,,
textures.xdb0,textures/item/item_key_1_bump#.dds,11056,128,64,6,DXT5
textures.xdb0,textures/item/item_key_1_bump#.thm,138,,,,
textures.xdb0,textures/item/item_key_1_bump.dds,11088,128,64,8,DXT5
textures.xdb0,textures/item/item_key_1_bump.thm,138,,,,
textures.xdb0,textures/item/item_kilka.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_kilka_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_kilka_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_kithunt.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_lead_box .thm,161,,,,
textures.xdb0,textures/item/item_lead_box.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_lead_box_bump#.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_lead_box_bump.dds,262272,512,512,0,DXT5
textures.xdb0,textures/item/item_lead_box_bump.thm,138,,,,
textures.xdb0,textures/item/item_lighter.dds,699192,1024,1024,11,DXT1
textures.xdb0,textures/item/item_lighter.thm,160,,,,
textures.xdb0,textures/item/item_lighter_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_lighter_bump#.thm,138,,,,
textures.xdb0,textures/item/item_lighter_bump.dds,1048704,1024,1024,0,DXT5
textures.xdb0,textures/item/item_lighter_bump.thm,138,,,,
textures.xdb0,textures/item/item_maps.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_medkit.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_medkit.thm,159,,,,
textures.xdb0,textures/item/item_medkit_2.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_medkit_2.thm,138,,,,
textures.xdb0,textures/item/item_medkit_3.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_medkit_3.thm,138,,,,
textures.xdb0,textures/item/item_medkit_4.dds,43808,256,256,6,DXT1
textures.xdb0,textures/item/item_medkit_4.thm,161,,,,
textures.xdb0,textures/item/item_medkit_4_bump#.dds,87488,256,256,6,DXT5
textures.xdb0,textures/item/item_medkit_4_bump#.thm,138,,,,
textures.xdb0,textures/item/item_medkit_4_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_medkit_4_bump.thm,138,,,,
textures.xdb0,textures/item/item_medkit_5.dds,43832,256,256,9,DXT1
textures.xdb0,textures/item/item_medkit_5.thm,161,,,,
textures.xdb0,textures/item/item_medkit_5_bump#.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_medkit_5_bump.dds,87536,256,256,9,DXT5
textures.xdb0,textures/item/item_medkit_5_bump.thm,138,,,,
textures.xdb0,textures/item/item_medkit_a.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_medkit_a.thm,161,,,,
textures.xdb0,textures/item/item_medkit_a_bump#.dds,192,8,8,0,DXT5
textures.xdb0,textures/item/item_medkit_a_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/item/item_medkit_a_bump.thm,163,,,,
textures.xdb0,textures/item/item_medkit_b.dds,174904,512,512,10,DXT1
textures.xdb0,textures/item/item_medkit_b.thm,161,,,,
textures.xdb0,textures/item/item_medkit_bump#.dds,349568,512,512,6,DXT5
