archive,name,bytes,width,height,mips,format
textures.xdb0,textures/act/act_face_10_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_10_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_10_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_10_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_26.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_26.thm,158,,,,
textures.xdb0,textures/act/act_face_26_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_26_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_26_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_26_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_holod.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_holod.thm,161,,,,
textures.xdb0,textures/act/act_face_holod_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_holod_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_holod_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_holod_bump.thm,161,,,,
textures.xdb0,textures/act/act_face_mask_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_01.thm,163,,,,
textures.xdb0,textures/act/act_face_mask_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_01_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_02.thm,163,,,,
textures.xdb0,textures/act/act_face_mask_02_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_02_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_03.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_03.thm,163,,,,
textures.xdb0,textures/act/act_face_mask_03_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_03_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_03_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_03_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_04.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_04.thm,163,,,,
textures.xdb0,textures/act/act_face_mask_04_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_04_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_04_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_mask_04_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_05.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_05.thm,165,,,,
textures.xdb0,textures/act/act_face_mask_06.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_06.thm,165,,,,
textures.xdb0,textures/act/act_face_mask_07.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_07.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_08.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_08.thm,138,,,,
textures.xdb0,textures/act/act_face_mask_09.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_mask_09.thm,158,,,,
textures.xdb0,textures/act/act_face_novikov.dds,699008,1024,1024,6,DXT1
textures.xdb0,textures/act/act_face_novikov.thm,163,,,,
textures.xdb0,textures/act/act_face_novikov_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_novikov_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_novikov_bump.dds,1398256,1024,1024,11,DXT5
textures.xdb0,textures/act/act_face_novikov_bump.thm,163,,,,
textures.xdb0,textures/act/act_face_soldier_01.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_01.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_01_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_01_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_01_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_02.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_02.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_02_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_02_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_02_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_03.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_03.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_04.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_04.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_04_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_04_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_04_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_04_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_05_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_05_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_05_bump.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_05_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_06_bump#.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_06_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_06_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_07.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_07.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_08.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_08.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_09.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_09.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_10.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_10.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_11.dds,174904,512,512,10,DXT1
textures.xdb0,textures/act/act_face_soldier_11.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_11_bump#.dds,87536,256,256,9,DXT5
textures.xdb0,textures/act/act_face_soldier_11_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_11_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_12.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_12.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_12_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_12_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_12_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_12_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_13.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_13.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_13_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_13_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_13_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_13_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_14.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_14.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_14_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_14_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_14_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_14_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_15.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_15.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_15_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_15_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_15_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_15_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_16.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_16.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_16_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_16_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_16_bump.dds,349680,512,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_16_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_17.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_17.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_17_bump#.dds,349568,512,512,6,DXT5
textures.xdb0,textures/act/act_face_soldier_17_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_17_bump.dds,174928,256,512,10,DXT5
textures.xdb0,textures/act/act_face_soldier_17_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_soldier_20.dds,174904,512,512,10,DXT1
textures.xdb0,textures/act/act_face_soldier_20.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_21.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_21.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_22.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_22.thm,166,,,,
textures.xdb0,textures/act/act_face_soldier_23.dds,174848,512,512,6,DXT1
textures.xdb0,textures/act/act_face_soldier_23.thm,166,,,,
textures.xdb0,textures/act/act_face_zombie_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_zombie_01.thm,165,,,,
textures.xdb0,textures/act/act_face_zombie_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_zombie_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_zombie_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_zombie_01_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_zombie_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_zombie_02.thm,165,,,,
textures.xdb0,textures/act/act_face_zombie_02_bump#.dds,524416,1024,512,0,DXT5
textures.xdb0,textures/act/act_face_zombie_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_face_zombie_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_face_zombie_02_bump.thm,138,,,,
textures.xdb0,textures/act/act_face_zombie_03.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_face_zombie_03.thm,163,,,,
textures.xdb0,textures/act/act_faces_1_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_01.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_01_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_02.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_02_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_02_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_03.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_03.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_03_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_03_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_03_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_03_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_04.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_04.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_04_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_04_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_04_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_04_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_05.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_05.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_05_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_05_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_05_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_05_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_06.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_06.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_06_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_06_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_06_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_06_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_07.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_07.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_07_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_07_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_07_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_07_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_08.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_1_08.thm,161,,,,
textures.xdb0,textures/act/act_faces_1_08_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_08_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_1_08_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_1_08_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_01.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_01_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_02.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_02_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_02_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_03.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_03.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_03_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_03_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_03_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_03_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_04.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_04.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_04_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_04_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_04_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_04_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_05.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_05.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_05_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_05_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_05_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_05_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_06.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_06.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_06_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_06_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_06_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_06_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_07.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_07.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_07_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_07_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_07_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_07_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_08.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_08.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_08_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_08_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_08_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_08_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_09.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_2_09.thm,161,,,,
textures.xdb0,textures/act/act_faces_2_09_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_09_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_2_09_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_2_09_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_01.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_01_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_02.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_02_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_02_bump.thm,184,,,,
textures.xdb0,textures/act/act_faces_3_03.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_03.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_03_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_03_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_03_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_03_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_04.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_04.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_04_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_04_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_04_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_04_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_05.dds,349672,1024,512,11,DXT1
textures.xdb0,textures/act/act_faces_3_05.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_05_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_05_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_05_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_06.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_06.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_06_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_06_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_06_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_06_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_07.dds,349672,1024,512,11,DXT1
textures.xdb0,textures/act/act_faces_3_07.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_07_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_07_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_07_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_08.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_3_08.thm,161,,,,
textures.xdb0,textures/act/act_faces_3_08_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_08_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_3_08_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_3_08_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_4_01.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_4_01.thm,161,,,,
textures.xdb0,textures/act/act_faces_4_01_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_4_01_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_4_01_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_4_01_bump.thm,161,,,,
textures.xdb0,textures/act/act_faces_4_02.dds,349568,1024,512,6,DXT1
textures.xdb0,textures/act/act_faces_4_02.thm,161,,,,
textures.xdb0,textures/act/act_faces_4_02_bump#.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_4_02_bump#.thm,138,,,,
textures.xdb0,textures/act/act_faces_4_02_bump.dds,699216,1024,512,11,DXT5
textures.xdb0,textures/act/act_faces_4_02_bump.thm,161,,,,
